conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropólogo/antropóloga,released,antropólogo | antropóloga | etnólogo | etnóloga,"Los antropólogos investigan todos los aspectos de la vida de las personas. Estudian las distintas civilizaciones que han existido a lo largo del tiempo y sus modos de organización. Intentan analizar los aspectos físicos, lingüísticos, políticos, económicos, filosóficos y culturales de las distintas personas. Su objetivo es comprender y describir el pasado de la humanidad y resolver problemas sociales de actualidad. Estudian distintas perspectivas, como la antropología filosófica.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,profesor universitario de filosofía/profesora universitaria de filosofía,released,profesora universitaria de filosofía | profesor universitario de filosofía,"Los profesores universitarios de filosofía son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la filosofía —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la filosofía, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,ingeniero en optomecánica/ingeniera en optomecánica,released,ingeniero especialista en optomecánica | ingeniera especialista en optomecánica,"Los ingenieros en optomecánica diseñan y desarrollan sistemas, dispositivos y componentes optomecánicos, como los espejos ópticos y los soportes ópticos. La ingeniería optomecánica combina la ingeniería óptica con la ingeniería mecánica en el diseño de estos sistemas y dispositivos. Estos ingenieros llevan a cabo estudios, realizan análisis, someten los dispositivos a pruebas y supervisan la investigación.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,ingeniero mecánico/ingeniera mecánica
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,experto en biometría/experta en biometría,released,experto en biometría | experta en sistemas biométricos | experto en sistemas biométricos | especialista en biometría | experta en biometría | biometrista,"Los expertos en biometría llevan a cabo actividades de investigación en el ámbito de la biometría. Llevan a cabo proyectos de investigación estadísticos o biológicos mediante la medición de las impresiones dactilares, la retina y las formas humanas para aplicaciones médicas o industriales.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,estadístico/estadística
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,ingeniero en energía/ingeniera en energía,released,ingeniera en energía | ingeniero en energía,"Los ingenieros en energía diseñan nuevas formas eficientes y limpias de producir, transformar y distribuir energía para mejorar la sostenibilidad medioambiental y la eficiencia energética. Extraen energía mediante recursos naturales, como el petróleo o el gas, o fuentes renovables y sostenibles, como la energía eólica o solar. ",http://data.europa.eu/esco/isco/C2149,Ingenieros no clasificados bajo otros epígrafes
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,profesor universitario de especialidades médicas/profesora universitaria de especialidades médicas,released,profesora universitaria de especialidades médicas | profesor universitario de especialidades médicas,"Los profesores universitarios de especialidades médicas son catedráticos de dicha materia, profesores, o profesores universitarios, y, a menudo, médicos que forman en su disciplina de especialidad, las especialidades médicas —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, para la puntuación de trabajos y exámenes, para dirigir las prácticas de laboratorio, así como para llevar a cabo revisiones y sesiones de información para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de las especialidades médicas, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,inmunólogo/inmunóloga,released,investigador en inmunología | inmunóloga | investigadora en inmunología | inmunólogo,"Los inmunólogos se dedican a la investigación sobre el sistema inmunitario de los organismos vivos (p. ej., el cuerpo humano) y su reacción ante infecciones externas o agentes nocivos invasores (p. ej., virus, bacterias o parásitos). Sus estudios se centran en las enfermedades que afectan al sistema inmunitario de los organismos vivos para clasificarlos en función del tratamiento.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botánicos, zoólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,profesor universitario de derecho/profesora universitaria de derecho,released,profesor universitario de derecho | profesora universitaria de derecho,"Los profesores universitarios de Derecho son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, el Derecho —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito del Derecho, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemiólogo/epidemióloga,released,especialista en epidemiología | epidemióloga | epidemiólogo,Los epidemiólogos centran su investigación en el origen y las causas de la erupción de enfermedades en seres humanos. Determinan la forma en que se propagan las enfermedades y proponen medidas de prevención de riesgos a los organismos encargados de la política sanitaria.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,sismólogo/sismóloga,released,sismólogo | sismóloga,"Los sismólogos estudian el movimiento de placas tectónicas de la Tierra que da lugar a la propagación de ondas sísmicas y a los terremotos. Estudian y observan las diversas causas de terremotos, como la actividad volcánica, los fenómenos atmosféricos o el comportamiento de los océanos. Comunican sus observaciones científicas para prevenir situaciones peligrosas en la construcción y las infraestructuras.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geólogo/geóloga
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geógrafo/geógrafa,released,geógrafa | geógrafo,"Los geógrafos son académicos que estudian la geografía humana y física. En función de su especialización, estudian los aspectos políticos, económicos y culturales de la humanidad contenidos en la geografía humana. Además, estudian las formaciones de tierra, los suelos, las fronteras naturales y los caudales de agua contenidos en geografía física.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,ingeniero de automatización/ingeniera de automatización,released,ingeniera de automatización | ingeniero de automatización,"Los ingenieros de automatización se dedican a la investigación, el diseño y el desarrollo de aplicaciones y sistemas para la automatización del proceso de producción. Aplican tecnología y reducen, cuando procede, los recursos humanos para aprovechar todo el potencial de la robótica industrial. Los ingenieros de automatización supervisan el proceso y se aseguran de que todos los sistemas funcionen de forma segura y sin problemas.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,ingeniero de producción industrial/ingeniera de producción industrial
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,experto en cosmología/experta en cosmología,released,experto en cosmología | cosmóloga | astrofísico especializado en cosmología | astrofísica especializada en cosmología | astrónomo especializado en cosmología | cosmólogo | astrónoma especializada en cosmología | experta en cosmología,"Los expertos en cosmología se dedican a la investigación del universo en su conjunto, desde su origen, pasando por su evolución y hasta destino final. Utilizan herramientas e instrumentos científicos para observar y estudiar otras galaxias y objetos astronómicos, como las estrellas, los agujeros negros, los planetas y otros cuerpos celestes.",http://data.europa.eu/esco/isco/C2111,Físicos y astrónomos
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,profesor universitario de lenguas modernas/profesora universitaria de lenguas modernas,released,profesora universitaria de lenguas modernas | profesor universitario de lenguas modernas,"Los profesores universitarios de lenguas modernas son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, las lenguas modernas —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de las lenguas modernas, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,filósofo/filósofa,released,profesor de filosofía | filósofo | estudiante de filosofía | filósofa | profesora de filosofía,"Los filósofos estudian y dan argumentos sobre problemas generales y estructurales relacionados con la sociedad, los seres humanos y los ciudadanos. Disponen de capacidades racionales y argumentativas bien desarrolladas para participar en el debate sobre la existencia, los sistemas de valor, los conocimientos o la realidad. Recurren a la lógica en el debate, lo que da lugar a unos niveles de extrema finura y de abstracción.",http://data.europa.eu/esco/isco/C2633,"Filósofos, historiadores y especialistas en ciencias políticas"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,profesor universitario de arqueología/profesora universitaria de arqueología,released,profesora universitaria de arqueología | profesor universitario de arqueología,"Los profesores universitarios de arqueología son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la arqueología —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la arqueología, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,ingeniero superior agrónomo/ingeniera superior agrónoma,released,científica agrónoma | científico agrónomo | ingeniera superior agrónoma | ingeniero superior agrónomo,"Los ingenieros superiores agrónomos se dedican a la investigación y el estudio del suelo, los animales y las plantas con el objetivo de mejorar los procesos agrícolas, la calidad de los productos agrícolas o el impacto de los procesos agrícolas en el medio ambiente. Planifican y ponen en marcha iniciativas tales como proyectos de desarrollo en nombre de clientes o instituciones.",http://data.europa.eu/esco/isco/C2132,Agrónomos y afines
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,profesor universitario colaborador/profesora universitaria colaboradora,released,profesora universitaria colaboradora | profesor universitario asociado | profesor universitario colaborador | profesora universitaria asociada,"Los profesores universitarios colaboradores comparten la carga de trabajo de los profesores universitarios o de los profesores de escuelas superiores, en concreto, la impartición de clases teóricas a los estudiantes. Preparan e imparten clases y se reúnen con estudiantes en privado para hablar sobre su evaluación. También combinan sus actividades docentes y otras tareas académicas con el desarrollo de sus propias investigaciones en su área de especialidad. Los profesores universitarios colaboradores ocupan un puesto de trabajo autónomo y a tiempo completo, a pesar de lo que puede sugerir el elemento de dependencia del título profesional.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,profesor universitario de informática/profesora universitaria de informática,released,profesor universitario de informática | profesora universitaria de informática,"Los profesores universitarios de informática son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la informática —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la informática, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,profesor universitario de lingüística/profesora universitaria de lingüística,released,profesora universitaria de lingüística | profesor universitario de lingüística,"Los profesores universitarios de lingüística son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la lingüística —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la lingüística, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,profesor universitario de ciencias políticas/profesora universitaria de ciencias políticas,released,profesor universitario de ciencias políticas | profesora universitaria de ciencias políticas,"Los profesores universitarios de política son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, las ciencias políticas —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de las ciencias políticas, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geólogo/geóloga,released,geólogo | geóloga,"Los geólogos investigan los materiales que conforman la tierra. Sus observaciones dependen del objetivo de la investigación. En función de su especialización, estudian cómo se ha configurado la Tierra a lo largo del tiempo, sus capas geológicas, la calidad de los minerales para la minería, los terremotos y la actividad volcánica para servicios privados, así como fenómenos similares.",http://data.europa.eu/esco/isco/C2114,Geólogos y geofísicos
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,ingeniero de pruebas/ingeniera de pruebas,released,ingeniera de pruebas | ingeniero de pruebas,"Los ingenieros de pruebas planifican y realizan pruebas de calidad detalladas durante las distintas fases del proceso de diseño, a fin de asegurarse de que los sistemas estén correctamente instalados y funcionen correctamente. Analizan los datos recogidos durante las pruebas y elaboran informes. También son responsables de la seguridad de las operaciones de prueba.",http://data.europa.eu/esco/isco/C2149,Ingenieros no clasificados bajo otros epígrafes
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,profesor universitario de estudios religiosos/profesora universitaria de estudios religiosos,released,profesor universitario de estudios religiosos | profesora universitaria de estudios religiosos | profesor universitario de teología | profesora universitaria de teología,"Los profesores universitarios de estudios religiosos son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la teología —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la teología, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,ingeniero civil/ingeniera civil,released,"ingeniero civil | ingeniero de caminos, canales y puertos | ingeniera de caminos, canales y puertos | ingeniera civil","Los ingenieros civiles se dedican al diseño, la planificación y la elaboración de especificaciones técnicas e ingenieriles para proyectos de infraestructura y construcción. Aplican conocimientos técnicos a una amplia gama de proyectos, desde la construcción de infraestructuras para el transporte, pasando por los proyectos de viviendas y los edificios de lujo hasta la construcción de espacios naturales. Diseñan planes para optimizar el uso de los materiales e integrar las especificaciones y la asignación de recursos dentro de las limitaciones de tiempo.",http://data.europa.eu/esco/isco/C2142,Ingenieros civiles
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,profesor universitario de matemáticas/profesora universitaria de matemáticas,released,profesor universitario de matemáticas | profesora universitaria de matemáticas,"Los profesores universitarios de matemáticas forman en su disciplina de especialidad, las matemáticas —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de las matemáticas, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urbanista,released,planificador de ciudad inteligente,"Los urbanistas crean planes de desarrollo para ciudades, zonas urbanas, ciudades y regiones. Investigan las necesidades de la comunidad o de la región en cuestión (económicas, sociales y de transporte) y evalúan otros parámetros —como la sostenibilidad— a fin de presentar programas sólidos destinados a mejorar el lugar.",http://data.europa.eu/esco/isco/C2164,Urbanistas e ingenieros de tránsito
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,informático teórico/informática teórica,released,investigadora en TICs | investigador en TIC | informática teórica | investigadora en TI | investigadora en TIC | investigador en TI | científico informático | investigador en TICs | científica informática | informático teórico,"Los informáticos teóricos llevan a cabo actividades de investigación en materia de informática y ciencias de la información, orientadas hacia un mayor conocimiento y comprensión de los aspectos fundamentales de los fenómenos relacionados con las TIC. Redactan informes y propuestas de investigación. Los informáticos teóricos también inventan y diseñan nuevos enfoques con respecto a la tecnología informática, encuentran usos innovadores para la tecnología y los estudios existentes y resuelven problemas de computación.",http://data.europa.eu/esco/isco/C2511,Analistas de sistemas
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,especialista en conservación medioambiental,released,técnica consultora de protección ambiental | científico conservacionista | especialista en protección del medio ambiente | científica conservacionista | técnico consultor de protección ambiental,"Los especialistas en conservación medioambiental gestionan la calidad de determinados bosques, parques y otros recursos naturales. Protegen el hábitat natural de la flora y la fauna, la biodiversidad, el valor paisajístico y otros atributos únicos de reservas ecológicas y tierras protegidas. Además, realizan trabajos sobre el terreno.",http://data.europa.eu/esco/isco/C2133,Profesionales de la protección medioambiental
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,profesor universitario de química/profesora universitaria de química,released,profesor universitario de química | profesora universitaria de química,"Los profesores universitarios de química son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la química —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, en la dirección de las prácticas de laboratorio, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la química, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,profesor universitario de ingeniería/profesora universitaria de ingeniería,released,profesor universitario de ingeniería | profesora universitaria de ingeniería,"Los profesores universitarios de ingeniería son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la ingeniería —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, en la dirección de las prácticas de laboratorio, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la ingeniería, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga,released,bióloga | biólogo,"Los biólogos estudian los organismos vivos y la vida en su sentido más amplio, además de su entorno. Mediante la investigación, intentan explicar los mecanismos funcionales, las interacciones y la evolución de los organismos.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botánicos, zoólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,investigador en literatura/investigadora en literatura,released,crítico literario | profesor de literatura | investigadora en literatura | investigador en literatura | crítica literaria | profesora de literatura,"Los investigadores en literatura estudian obras de literatura, la historia, los géneros y las críticas literarias para evaluar las obras y los aspectos circundantes en un contexto adecuado y producir resultados de investigación sobre temas específicos en el ámbito de la literatura.",http://data.europa.eu/esco/isco/C2641,Autores y otros escritores
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,ingeniero bioquímico/ingeniera bioquímica,released,ingeniera bioquímica | ingeniero bioquímico,"Los ingenieros bioquímicos llevan a cabo investigaciones en busca de nuevos descubrimientos en el campo de las ciencias de la vida. Transforman estos hallazgos en soluciones químicas que pueden mejorar el bienestar de la sociedad, como las vacunas, la reparación de tejidos, la mejora de los cultivos y los avances en las tecnologías ecológicas —p. e.j., combustibles más limpios a partir de recursos naturales.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,ingeniero químico/ingeniera química
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,metrólogo/metróloga,released,metrólogo | metróloga,"Los metrólogos se dedican al estudio y a la práctica de la ciencia de la medición. Desarrollan sistemas de cuantificación, unidades de medida y métodos de medición para aplicaciones científicas. Los metrólogos establecen nuevos métodos y nuevas herramientas para cuantificar y comprender mejor la información.",http://data.europa.eu/esco/isco/C2112,Meteorólogos
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,profesor universitario de filología clásica/profesora universitaria de filología clásica,released,profesor universitario de filología clásica | profesora universitaria de filología clásica | profesor universitario de lenguas clásicas | profesora universitaria de lenguas clásicas,"Los profesores universitarios de lenguas clásicas son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la filología clásica —de carácter predominantemente académico—  a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la filología clásica, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,demógrafo/demógrafa,released,demógrafo | especialista en demografía | demógrafa,"Los demógrafos estudian diversos parámetros relacionados con la población. Sobre la base de sus observaciones, elaboran análisis estadísticos sobre la evolución y los cambios de nacimientos, población de edad avanzada, matrimonios y divorcios, empleo, mortalidad, inmigración y asuntos afines.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuarios y estadísticos"
